country,year,medals,iso3,abr,co2_prod,coef_ineq,diff_hdi_phdi,eys,gdi,gdi_group,gii,gii_rank,gnipc,hdi,hdi_f,ihdi,ineq_edu,ineq_inc,ineq_le,le,loss,mf,mmr,mys,phdi,pop_total,GDP (current US$),medals_per_capita,gdp per capita
Italy,2022,17,ITA,2.988,5.770441669,11.38318543,12.48618785,16.71419907,0.975,,0.046,,50899.81582,0.905,0.892024377,0.799,10.00731215,20.84747124,3.2947729,82.052,11.71270718,15.6802,4.590938693,10.82812827,0.792,59619114.5,2103000000000.0,2.851434500926712e-07,35273.922090875734
Italy,2020,34,ITA,3.295,5.085705132,11.5341617,11.23470523,16.53112984,0.975,,0.048,,47034.06546,0.899,0.885881074,0.792,10.213,21.6092701,2.780215,82.181,11.90211346,14.2645,4.590938693,10.73999977,0.798,59912769.0,1907480000000.0,5.674917144957864e-07,31837.620457835957
Italy,2018,8,ITA,4.064,5.829611076,12.42980051,12.74944568,16.28825951,0.969,,0.056,,49926.21106,0.902,0.886192587,0.786,10.6006,23.63069534,3.0581062,83.184,12.86031042,16.0687,4.887534343,10.56800003,0.787,60277498.5,2099440000000.0,1.3271950892255425e-07,34829.58072654591
Italy,2016,26,ITA,4.766,5.957295165,13.12335375,12.19239374,15.95277023,0.97,,0.074,,48355.45252,0.894,0.878633052,0.773,11.5156,24.83426094,3.0202003,83.046,13.53467562,15.088,6.315458526,10.39600029,0.785,60478107.5,1887110000000.0,4.299076322783414e-07,31203.19199803003
Italy,2014,5,ITA,5.593,5.792177288,12.89648707,12.24719101,15.96411991,0.969,,0.081,,46444.01832,0.89,0.873441242,0.771,11.5118,24.1625824,3.0150788,82.901,13.37078652,15.3504,6.462786807,10.22000027,0.781,60664171.5,2173260000000.0,8.242097231971593e-08,35824.44046070917
Italy,2012,7,ITA,6.412,6.702779998,12.21269342,13.75422773,16.17153931,0.971,,0.114,,47721.3659,0.887,0.872067955,0.776,12.8617,20.59111595,3.1852643,82.252,12.51409245,16.9359,6.784686474,10.02000046,0.765,60531515.0,2097930000000.0,1.1564224024460646e-07,34658.475010909606
Italy,2008,25,ITA,7.072,8.073152089,,17.06214689,16.35217094,0.969,,0.126,,51316.66502,0.885,0.868693928,,,,,81.645,,21.1999,6.758198907,9.649999619,0.734,59561684.0,2417510000000.0,4.1973292763179763e-07,40588.34199516589
Italy,2004,21,ITA,7.147,8.653300729,,18.19221968,16.06414986,0.963,,0.176,,52047.45165,0.874,0.85419844,,,,,81.017,,22.6429,7.899387978,9.162500381,0.715,58176737.5,1812810000000.0,3.6096902133778126e-07,31160.392931968727
Italy,2002,11,ITA,6.927,8.354504342,,17.74941995,15.64844036,0.957,,0.187,,51687.65919,0.862,0.839374808,,,,,80.112,,22.1513,9.381419096,8.947500229,0.709,57420627.5,1281750000000.0,1.9156878771483298e-07,22322.11760486247
Italy,1996,28,ITA,6.942,7.782954184,,15.44028951,14.72264957,0.951,,0.211,,46166.24156,0.829,0.803917637,,,,,78.438,,18.659,13.97905616,8.223730521,0.701,57162091.5,1314780000000.0,4.898351208860158e-07,23000.907865661284
Italy,1992,28,ITA,8.086,7.70563888,,17.5,13.53209972,0.944,,0.23,,43541.85504,0.8,0.773429372,,,,,77.365,,22.4304,14.84771863,7.699289145,0.66,57124989.5,1323200000000.0,4.901532629603372e-07,23163.242769611363
Italy,2010,5,ITA,6.854,7.283391102,12.14405865,15.33258174,16.23377037,0.969,,0.123,,49572.91561,0.887,0.870472056,0.777,12.4945,20.59111595,3.34656,82.132,12.40135287,19.1176,6.729222899,9.819999695,0.751,60164213.0,2144940000000.0,8.310588222935785e-08,35651.42620580776
Italy,2006,5,ITA,6.639,8.487724171,,17.70715096,16.31435013,0.965,,0.14,,52522.80554,0.881,0.862424723,,,,,81.414,,22.0258,7.239069195,9.390000343,0.725,58754433.0,1958560000000.0,8.509996173395121e-08,33334.67621072949
Italy,2000,23,ITA,7.176,8.243401808,,16.96113074,15.08234024,0.955,,0.186,,50336.8363,0.849,0.826057503,,,,,79.607,,20.8895,10.0731764,8.75429378,0.705,57272196.5,1149660000000.0,4.0159102331617404e-07,20073.61460285533
Italy,1998,7,ITA,6.322,8.093314256,,16.42857143,15.09490967,0.957,,0.191,,48327.04569,0.84,0.817953579,,,,,78.807,,20.0836,11.64219701,8.48901215,0.702,57215194.5,1272730000000.0,1.2234512285018973e-07,22244.61545787457
Italy,1994,14,ITA,7.629,7.462684599,,15.31862745,14.36686993,0.95,,0.223,,43902.09342,0.816,0.791266632,,,,,77.873,,18.8113,14.54494943,7.960489519,0.691,57420138.0,1101750000000.0,2.438168992209667e-07,19187.519194050004
Norway,2022,36,NOR,1.411,7.509312574,6.286640263,25.85315408,18.79285049,0.997,,0.004,,113454.0095,0.967,0.964572165,0.904,2.05828622,14.27021027,2.5314243,82.631,6.514994829,37.7529,1.663741403,13.11796218,0.717,5456801.5,593727000000.0,6.597271313607431e-06,108804.94736706109
Norway,2020,5,NOR,1.776,7.663983997,5.90904154,24.56140351,18.3110199,0.99,,0.009,,78355.78043,0.969,0.957305754,0.91,2.3289,12.90659142,2.4916332,83.195,6.08875129,35.3895,1.663741403,13.0588479,0.731,5379273.5,367633000000.0,9.294935459221398e-07,68342.50015359881
Norway,2018,37,NOR,2.602,8.358871454,5.997211093,24.94824017,18.14512062,0.997,,0.018,,87121.82464,0.966,0.959596575,0.906,2.3289,12.90364838,2.7590849,82.76,6.211180124,35.2595,1.993203858,12.9749999,0.725,5311752.5,439789000000.0,6.96568599534711e-06,82795.46157318135
Norway,2016,3,NOR,3.904,8.531888118,5.933683093,24.63617464,17.95096016,0.993,,0.034,,81603.00032,0.962,0.951068239,0.903,2.14777,12.90364838,2.7496309,82.415,6.133056133,34.417,2.232427512,12.81999969,0.725,5235983.0,370957000000.0,5.729583155636678e-07,70847.63262218384
Norway,2014,23,NOR,5.084,8.750228448,5.72034813,24.89539749,17.68444061,0.999,,0.045,,86757.77703,0.956,0.951343501,0.9,2.14777,12.06626129,2.9470131,82.087,5.857740586,34.696,2.582391512,12.71000004,0.718,5137395.0,501736000000.0,4.476977145031675e-06,97663.504558244
Norway,2012,1,NOR,6.176,8.812015646,5.55004275,24.84210526,17.45492935,1.001,,0.054,,86392.10063,0.95,0.94611131,0.896,1.86209,11.72865105,3.0593872,81.446,5.684210526,34.3937,3.192645797,12.64333312,0.714,5018457.5,512777000000.0,1.9926441541051208e-07,102178.20914095615
Norway,2010,19,NOR,8.421,9.329942015,5.63667025,25.7655755,17.52806091,0.997,,0.07,,81976.89052,0.947,0.93964089,0.893,1.8575,11.72865105,3.3238597,81.039,5.702217529,35.6114,4.020855714,12.55000019,0.703,4889162.0,431052000000.0,3.886146542086354e-06,88164.80206628457
Norway,2004,6,NOR,8.036,9.632694195,,23.37246531,17.55905914,0.994,,0.07,,73199.80624,0.937,0.926509301,,,,,79.965,,30.9058,5.531920118,12.22999954,0.718,4591742.5,265269000000.0,1.3066934829206994e-06,57770.878920148505
Norway,2002,23,NOR,9.821,9.376133375,,22.10184182,17.09057045,0.996,,0.083,,68218.59615,0.923,0.918160452,,,,,78.96,,28.9131,5.144488329,12.1557139,0.719,4538014.0,195915000000.0,5.068296395736108e-06,43171.96905959303
Norway,2000,7,NOR,11.777,9.376109113,,21.21212121,17.42749023,0.996,,0.096,,68717.51294,0.924,0.918205111,,,,,78.692,,27.207,5.730137395,12.08142826,0.728,4490867.0,171457000000.0,1.5587190624883792e-06,38179.042042438574
Norway,1998,22,NOR,12.33,9.436159142,,23.1277533,16.86597061,0.987,,0.099,,57239.64716,0.908,0.900984397,,,,,78.408,,30.7129,4.790388599,12.00714261,0.698,4431313.0,154230000000.0,4.964668485390222e-06,34804.582750078815
Norway,1992,23,NOR,16.79,8.023688942,,18.31797235,14.64008999,0.981,,0.121,,46772.93827,0.868,0.858271522,,,,,77.246,,23.6328,6.361337159,11.78428568,0.709,4286260.5,130838000000.0,5.365982772162355e-06,30524.97625844253
Norway,2008,8,NOR,9.198,9.36847169,,25.98091198,17.37862015,1.005,,0.079,,88712.28472,0.943,0.941686396,,,,,80.677,,35.8877,4.507228687,12.47999954,0.698,4768101.0,464918000000.0,1.6778168079912737e-06,97505.90434221087
Norway,2006,17,NOR,8.37,9.405960455,,24.73460722,17.53119087,0.999,,0.073,,84296.00817,0.942,0.936130393,,,,,80.44,,33.5527,5.150477823,12.36999989,0.709,4660494.0,346915000000.0,3.6476819839270257e-06,74437.38796788495
Norway,1996,5,NOR,13.595,9.477098078,,19.57494407,15.81328964,0.981,,0.105,,55224.14518,0.894,0.884263032,,,,,78.233,,24.1577,5.496363481,11.93285697,0.719,4381134.5,163520000000.0,1.1412569050322468e-06,37323.6658221746
Norway,1994,23,NOR,15.032,8.728447804,,18.53932584,16.23529053,0.978,,0.113,,49559.48432,0.89,0.878669602,,,,,77.773,,23.2113,5.968126834,11.85857133,0.725,4336467.0,127131000000.0,5.3038568032455915e-06,29316.722576235446
Sweden,2022,18,SWE,2.016,3.552295701,7.501530492,15.53701773,18.99147034,0.989,,0.009,,67099.33899,0.959,0.949510375,0.885,2.906477265,16.94297981,2.6551344,83.046,7.71637122,23.7868,4.507839264,12.74032574,0.81,10487338.0,579896000000.0,1.7163554755267733e-06,55294.87082422632
Sweden,2020,8,SWE,2.75,3.539647963,6.78607135,15.77287066,18.65209007,0.989,,0.017,,62091.82621,0.951,0.94177029,0.885,3.502,14.05325985,2.8029542,82.427,6.940063091,24.2205,4.507839264,12.67499519,0.801,10353686.5,545148000000.0,7.726716469539617e-07,52652.55037420729
Sweden,2018,12,SWE,3.993,4.138680051,7.243457817,16.10526316,18.89518929,0.982,,0.029,,62074.86903,0.95,0.940120321,0.88,3.68585,15.32251835,2.7220051,82.532,7.368421053,24.2315,4.534764563,12.54999971,0.797,10175404.5,551312000000.0,1.17931429654713e-06,54180.843621499276
Sweden,2016,8,SWE,4.513,4.361721826,7.277549103,15.83949314,18.42341995,0.985,,0.036,,60589.38449,0.947,0.934934454,0.876,3.86518,15.02192211,2.9455452,82.339,7.497360084,23.5482,4.422984198,12.40999985,0.797,9923280.0,514218000000.0,8.06185051716771e-07,51819.35811546182
Sweden,2014,13,SWE,5.288,4.459878361,6.865828823,16.11876988,18.09351921,0.988,,0.042,,58807.67134,0.943,0.93057887,0.877,4.00881,13.76973057,2.8189459,82.224,6.998939555,23.8224,4.778936021,12.28999996,0.791,9696433.5,577730000000.0,1.3406991343776039e-06,59581.70083876716
Sweden,2012,2,SWE,5.824,4.888244406,6.596115623,16.63043478,15.91219044,0.992,,0.047,,57780.03468,0.92,0.91516959,0.858,3.86296,12.90000057,3.0253863,81.73,6.739130435,24.2558,4.927525766,12.34000015,0.767,9519486.5,549742000000.0,2.1009536596327965e-07,57749.12333769264
Sweden,2010,10,SWE,6.197,5.662058667,6.633961817,16.66666667,15.98805046,0.991,,0.05,,57709.76654,0.918,0.912538095,0.856,4.08785,12.75869465,3.0553408,81.519,6.753812636,23.4485,4.530807221,12.21000004,0.765,9378232.0,492753000000.0,1.0662990636188143e-06,52542.20624953616
Sweden,2008,4,SWE,5.905,5.511421216,,17.08652793,15.79736996,0.991,,0.048,,58257.25418,0.913,0.907276139,,,,,81.137,,24.3006,5.007554612,12.06999969,0.757,9219900.0,514617000000.0,4.3384418486100715e-07,55815.89822015423
Sweden,2002,7,SWE,6.413,6.350585233,,16.0130719,18.55690002,0.99,,0.053,,49727.46417,0.918,0.907442531,,,,,79.935,,21.4789,5.670674162,11.81333351,0.771,8925046.5,267373000000.0,7.843096391710676e-07,29957.603022012267
Sweden,2000,10,SWE,6.989,6.19205656,,16.11842105,18.69342995,0.99,,0.059,,48894.8444,0.912,0.901323383,,,,,79.739,,21.8644,6.146376979,11.44666672,0.765,8872101.0,262905000000.0,1.1271287376011612e-06,29632.77807590333
Sweden,1996,4,SWE,7.708,7.214289828,,14.9372862,16.5232296,1.0,,0.066,,41627.22445,0.877,0.876116252,,,,,79.045,,18.3708,6.456364915,10.71333313,0.746,8840327.5,291952000000.0,4.5247192482405206e-07,33025.02084905791
Sweden,2006,8,SWE,5.751,5.902203022,,16.61202186,15.96051025,0.993,,0.046,,56686.58393,0.915,0.910392874,,,,,80.832,,23.094,5.154096892,12.32999992,0.763,9080623.0,422530000000.0,8.809968214735928e-07,46530.94837215464
Sweden,2004,4,SWE,5.726,6.2766825,,16.62995595,16.02107048,0.996,,0.047,,52354.69549,0.908,0.905199837,,,,,80.546,,22.5635,5.279062191,12.18000031,0.757,8993808.5,384547000000.0,4.4475040801680403e-07,42756.858787909485
Sweden,1998,2,SWE,6.7,6.660351608,,15.09433962,18.52182007,0.99,,0.061,,44695.7516,0.901,0.890987182,,,,,79.416,,19.4512,5.444473061,11.07999992,0.765,8850608.5,270890000000.0,2.2597316331413823e-07,30606.935105083452
Sweden,1994,2,SWE,10.081,6.880950907,,14.26914153,15.79784012,1.0,,0.08,,39320.39875,0.862,0.860799305,,,,,78.747,,17.721,6.291315292,10.35999966,0.739,8780190.0,228702000000.0,2.2778550350277157e-07,26047.500111045432
Sweden,1992,10,SWE,12.207,6.663945302,,14.8371532,13.40452003,0.988,,0.091,,39142.71244,0.829,0.822955369,,,,,78.071,,18.9904,6.694967365,10.02000046,0.706,8667573.5,283912000000.0,1.1537254342290839e-06,32755.649548284764
Great Britain,2022,2,GBR,8.379,4.648789014,7.954512091,12.36786469,17.81106949,0.978,,0.083,,55257.70776,0.946,0.932265914,0.869,3.163176402,16.70363617,3.9967237,81.074,8.139534884,16.8221,9.842479183,13.48999977,0.829,68179315.5,3114040000000.0,2.933441008218981e-08,45674.26318617118
Great Britain,2020,51,GBR,9.701,4.865281228,7.964891311,12.04301075,17.37801933,0.979,,0.094,,47828.59792,0.93,0.918593236,0.854,3.163176402,16.94882393,3.7826736,80.385,8.172043011,16.0299,9.842479183,13.40999985,0.818,67351861.5,2696780000000.0,7.572173784684481e-07,40040.170233453755
Great Britain,2018,2,GBR,12.068,5.715982117,7.869892957,13.56837607,17.23929977,0.973,,0.111,,53358.66031,0.936,0.92137268,0.861,3.163176402,16.57110977,3.8753927,81.123,8.012820513,17.7394,9.209213642,13.24333318,0.809,66752475.00000001,2871340000000.0,2.9961435886834154e-08,43014.73465965119
Great Britain,2016,60,GBR,13.952,6.083753941,8.044883017,14.02569593,17.39753914,0.97,,0.124,,51406.16467,0.934,0.917133499,0.856,3.1534,17.07497025,3.9062788,81.067,8.35117773,18.068,8.513193117,13.07000001,0.803,65893358.00000001,2689110000000.0,9.105621844313958e-07,40810.031262938515
Great Britain,2014,4,GBR,15.803,6.774484518,7.78626267,14.69957082,17.50748062,0.969,,0.143,,50409.11011,0.932,0.914907039,0.858,3.19274,16.26277351,3.9032745,81.153,7.939914163,18.4673,8.458805332,12.89000034,0.795,64865916.5,3064710000000.0,6.166566689919505e-08,47246.846500658015
Great Britain,2012,8,GBR,20.042,7.63965719,7.7604893,14.28571429,15.70308018,0.966,,0.161,,49087.77041,0.917,0.898783538,0.844,2.41891,16.8346405,4.0279174,80.859,7.960741549,16.8561,8.309730308,13.34000015,0.786,63960484.0,2707090000000.0,1.2507722737057462e-07,42324.4139303261
Great Britain,2008,47,GBR,25.31,8.825938053,,17.14285714,16.05381966,0.965,,0.192,,50365.03791,0.91,0.890795636,,,,,79.655,,20.4997,10.52292103,12.81001176,0.754,62027306.5,2929410000000.0,7.577307907123132e-07,47227.74799192675
Great Britain,2004,19,GBR,27.278,9.557824257,,18.61761427,16.55471992,0.976,,0.207,,49267.97151,0.897,0.884928379,,,,,78.9,,22.3492,11.0644904,11.7161036,0.73,60169967.0,2421530000000.0,3.157721525757194e-07,40244.82845403588
Great Britain,2000,21,GBR,28.732,9.669214685,,18.50574713,15.99540997,0.983,,0.216,,45239.87711,0.87,0.86032205,,,,,77.849,,21.921,10.97716444,10.70033174,0.709,59057338.0,1665530000000.0,3.5558663345103704e-07,28201.914552938368
Great Britain,1992,15,GBR,32.598,10.32609542,,16.86893204,14.26535988,0.969,,0.249,,36647.69599,0.824,0.808412802,,,,,76.307,,18.3579,8.686625996,9.814787049,0.685,57719271.5,1179660000000.0,2.5987853987380974e-07,20437.887889835893
Great Britain,2010,1,GBR,23.648,8.156537315,8.545666007,14.98371336,16.45923996,0.965,,0.178,,49015.62438,0.921,0.901789012,0.839,2.55878,18.79734802,4.28087,80.391,8.903365907,17.4058,9.53199084,13.21000004,0.783,63006483.0,2485480000000.0,1.587138263216501e-08,39448.00410459349
Great Britain,2006,1,GBR,26.008,9.338999107,,18.73614191,16.03326988,0.965,,0.198,,50455.63815,0.902,0.88326212,,,,,79.347,,22.8888,10.95546194,12.25003496,0.733,61051094.5,2708440000000.0,1.6379722725527877e-08,44363.496218728724
Great Britain,2002,1,GBR,26.242,9.439250053,,18.72871737,16.12564087,0.976,,0.211,,47265.33176,0.881,0.868680626,,,,,78.237,,22.6137,11.47664294,11.20821767,0.716,59540763.0,1785730000000.0,1.67952164133335e-08,29991.721805782032
Great Britain,1996,10,GBR,28.429,10.10287509,,17.12247325,15.05318006,0.971,,0.236,,37956.88637,0.841,0.82671812,,,,,76.872,,18.9701,9.750407516,10.20546853,0.697,58298565.0,1419650000000.0,1.7153080869143177e-07,24351.371255879112
Great Britain,1994,1,GBR,28.669,9.933511462,,16.98564593,14.65926997,0.97,,0.238,,39426.18951,0.836,0.821037383,,,,,76.72,,18.8933,9.368322653,9.992764169,0.694,58003203.0,1140490000000.0,1.7240427222613895e-08,19662.534843118923
Japan,2022,14,JPN,1.821,8.331365093,8.490713247,15.30944625,15.51198006,0.97,,0.062,,46656.39246,0.921,0.906015102,0.841,5.751702,17.12347794,2.5969598,84.054,8.686210641,17.774,4.314909415,12.68404671,0.78,124997578.0,4256410000000.0,1.1200217015404891e-07,34051.939790385375
Japan,2020,42,JPN,2.503,8.307600188,8.50582358,16.16052061,15.45631981,0.965,,0.079,,45394.73338,0.922,0.902856476,0.841,5.751702,17.12347794,2.6422908,84.67,8.785249458,19.3363,4.314909415,12.67000008,0.773,126304543.0,5055590000000.0,3.325296066349727e-07,40026.984619231
Japan,2018,11,JPN,3.076,9.048933219,8.85766898,16.82953312,15.40042019,0.965,,0.091,,46930.16418,0.921,0.90212978,0.837,6.744386,17.12347794,2.705143,84.289,9.120521173,19.7585,5.194234056,12.64200001,0.766,126913432.5,5040880000000.0,8.667325265196023e-08,39719.042348019386
Japan,2016,33,JPN,3.75,9.474347251,8.132027747,17.10239651,15.37909031,0.962,,0.104,,46232.07854,0.918,0.898424707,0.841,4.46656,17.12347794,2.8060453,84.057,8.387799564,19.764,4.87024475,12.61399994,0.761,127159951.0,5003680000000.0,2.595156709363627e-07,39349.496131844215
Japan,2014,6,JPN,4.325,9.914010584,8.17449448,17.83369803,15.40052986,0.96,,0.126,,44147.97475,0.914,0.892812182,0.837,4.46656,17.12347794,2.9334455,83.643,8.424507659,20.4743,5.101660728,12.58599987,0.751,127486604.5,4896990000000.0,4.7063768178091214e-08,38411.80035507181
Japan,2012,9,JPN,4.332,10.21478317,7.777478897,18.26182618,15.36403029,0.958,,0.126,,42888.81751,0.909,0.886903615,0.837,4.46656,15.80273819,3.0631385,83.168,7.920792079,20.8414,5.302140064,12.5579998,0.743,127928285.0,6272360000000.0,7.03519163099857e-08,49030.28286512244
Japan,2008,27,JPN,5.168,9.62069388,,18.2320442,15.23867335,0.961,,0.132,,43158.25607,0.905,0.883770774,,,,,82.633,,21.4902,6.011236597,12.44099979,0.74,128155990.0,5106680000000.0,2.1068074929622875e-07,39847.37662281724
Japan,2004,32,JPN,5.775,10.0484206,,18.90989989,15.1133164,0.961,,0.16,,43137.55662,0.899,0.877849242,,,,,82.127,,22.3462,7.321040739,12.26299992,0.729,127815774.0,4893120000000.0,2.503603350240636e-07,38282.59882852957
Japan,2000,17,JPN,5.532,9.968097107,,19.91001125,14.98795945,0.959,,0.15,,41849.83571,0.889,0.867533646,,,,,81.179,,24.1424,8.526690224,12.08500004,0.712,127027789.0,4968360000000.0,1.3382898445945557e-07,39112.386660528275
Japan,1996,15,JPN,4.12,9.95571783,,20.22727273,14.74849319,0.947,,0.159,,41538.65076,0.88,0.851256721,,,,,80.363,,24.7383,10.12906494,11.90700016,0.702,125975302.0,4923390000000.0,1.19070958845568e-07,39082.1845380454
Japan,1992,30,JPN,4.07,9.473220365,,18.7427241,13.63418961,0.955,,0.167,,39414.11847,0.859,0.837898473,,,,,79.303,,22.7165,11.6845046,11.72900028,0.698,124383707.5,3980700000000.0,2.411891444866282e-07,32003.387581930696
Japan,2010,4,JPN,4.603,9.482799367,9.08694836,16.86879824,15.30135182,0.957,,0.118,,42697.70813,0.907,0.884120589,0.822,4.46656,19.59769058,3.1965945,82.916,9.371554576,19.2045,5.656953396,12.52999973,0.754,128185275.0,5759070000000.0,3.120483222429409e-08,44927.70327949135
Japan,2006,1,JPN,5.246,9.908318442,,18.82613511,15.17599487,0.961,,0.141,,44065.92301,0.903,0.881850423,,,,,82.37,,22.297,6.57076531,12.35199986,0.733,127997247.5,4601660000000.0,7.812668002880296e-09,35951.24184213414
Japan,2002,2,JPN,6.225,10.04695222,,18.90380313,15.05063793,0.96,,0.16,,41828.03554,0.894,0.872382441,,,,,81.795,,22.3485,7.734637175,12.17399998,0.725,127484598.0,4182850000000.0,1.5688169640696518e-08,32810.630190793716
Japan,1998,9,JPN,4.802,9.536929415,,19.11764706,14.91390038,0.95,,0.165,,41210.67099,0.884,0.856619107,,,,,80.649,,23.331,9.681960777,11.9960001,0.715,126549181.0,4098360000000.0,7.11185953862475e-08,32385.511843020147
Japan,1994,3,JPN,4.146,9.805789386,,19.38073394,14.55206013,0.946,,0.161,,39452.03319,0.872,0.842683803,,,,,79.837,,23.5048,10.26743981,11.81800022,0.703,125286860.5,4998800000000.0,2.3945048890422153e-08,39898.83679781409
Canada,2022,24,CAN,4.889,14.31858631,7.555511653,31.87165775,15.88825989,0.997,,0.054,,56952.03537,0.935,0.932689524,0.862,2.228469,15.98201656,4.4560494,81.249,7.807486631,40.6086,11.01286682,13.86999989,0.637,38821259.0,2161480000000.0,6.182179717561453e-07,55677.740899644705
Canada,2022,24,CAN,4.889,14.31858631,7.555511653,31.87165775,15.88825989,0.997,,0.054,,56952.03537,0.935,0.932689524,0.862,2.228469,15.98201656,4.4560494,81.249,7.807486631,40.6086,11.01286682,13.86999989,0.637,38821259.0,2161480000000.0,6.182179717561453e-07,55677.740899644705
Canada,2020,20,CAN,5.805,13.89811555,7.57738592,31.90118153,15.94466972,0.989,,0.066,,50924.73351,0.931,0.925443556,0.859,2.228469,15.98201656,4.5216722,81.654,7.733619764,41.1725,11.01286682,13.84199982,0.634,38171902.0,1655680000000.0,5.239455974711451e-07,43374.31234105128
Canada,2020,20,CAN,5.805,13.89811555,7.57738592,31.90118153,15.94466972,0.989,,0.066,,50924.73351,0.931,0.925443556,0.859,2.228469,15.98201656,4.5216722,81.654,7.733619764,41.1725,11.01286682,13.84199982,0.634,38171902.0,1655680000000.0,5.239455974711451e-07,43374.31234105128
Canada,2018,19,CAN,7.006,15.63588034,7.883277277,31.97860963,15.93410969,0.986,,0.078,,54157.61976,0.935,0.927448978,0.859,2.31069,16.75185013,4.5872917,81.925,8.128342246,39.2322,11.00096854,13.78599968,0.636,37295005.0,1725330000000.0,5.094516008242927e-07,46261.6910763251
Canada,2018,19,CAN,7.006,15.63588034,7.883277277,31.97860963,15.93410969,0.986,,0.078,,54157.61976,0.935,0.927448978,0.859,2.31069,16.75185013,4.5872917,81.925,8.128342246,39.2322,11.00096854,13.78599968,0.636,37295005.0,1725330000000.0,5.094516008242927e-07,46261.6910763251
Canada,2016,20,CAN,8.695,15.47540684,8.00978211,31.51125402,15.93340015,0.985,,0.102,,52051.68409,0.933,0.924556064,0.856,2.58017,16.99829483,4.4508815,82.03,8.252947481,38.7238,12.5237587,13.72999954,0.639,36353343.0,1527990000000.0,5.501557312074435e-07,42031.622786383086
Canada,2016,20,CAN,8.695,15.47540684,8.00978211,31.51125402,15.93340015,0.985,,0.102,,52051.68409,0.933,0.924556064,0.856,2.58017,16.99829483,4.4508815,82.03,8.252947481,38.7238,12.5237587,13.72999954,0.639,36353343.0,1527990000000.0,5.501557312074435e-07,42031.622786383086
Canada,2014,21,CAN,10.693,15.99986363,8.14969834,33.69098712,15.87559986,0.984,,0.113,,53385.92904,0.932,0.923192692,0.854,2.54124,17.46914482,4.4387102,81.837,8.369098712,41.9625,11.68249211,13.66199989,0.618,35634263.5,1805750000000.0,5.893204443526664e-07,50674.54249475368
Canada,2014,21,CAN,10.693,15.99986363,8.14969834,33.69098712,15.87559986,0.984,,0.113,,53385.92904,0.932,0.923192692,0.854,2.54124,17.46914482,4.4387102,81.837,8.369098712,41.9625,11.68249211,13.66199989,0.618,35634263.5,1805750000000.0,5.893204443526664e-07,50674.54249475368
Canada,2012,3,CAN,12.318,16.2637837,8.41889863,34.51995685,15.72655964,0.983,,0.124,,51826.07845,0.927,0.918066698,0.847,2.72916,18.02283669,4.5046992,81.704,8.629989213,43.2378,11.8273719,13.59400024,0.607,34922516.0,1828370000000.0,8.590446346992869e-08,52355.04795817117
Canada,2012,3,CAN,12.318,16.2637837,8.41889863,34.51995685,15.72655964,0.983,,0.124,,51826.07845,0.927,0.918066698,0.847,2.72916,18.02283669,4.5046992,81.704,8.629989213,43.2378,11.8273719,13.59400024,0.607,34922516.0,1828370000000.0,8.590446346992869e-08,52355.04795817117
Canada,2008,20,CAN,14.251,17.33278713,,34.17030568,15.2363596,0.98,,0.146,,52210.76518,0.916,0.905430544,,,,,80.73,,41.2252,12.77332929,13.41599998,0.603,33449085.0,1552990000000.0,5.979236801245834e-07,46428.474799833835
Canada,2008,20,CAN,14.251,17.33278713,,34.17030568,15.2363596,0.98,,0.146,,52210.76518,0.916,0.905430544,,,,,80.73,,41.2252,12.77332929,13.41599998,0.603,33449085.0,1552990000000.0,5.979236801245834e-07,46428.474799833835
Canada,2002,11,CAN,15.097,17.99761627,,30.36707453,15.59982409,0.979,,0.141,,44561.47914,0.899,0.88719843,,,,,79.566,,33.544,10.37894923,12.79199982,0.626,31535577.5,760649000000.0,3.488123849959621e-07,24120.344712253962
Canada,2002,11,CAN,15.097,17.99761627,,30.36707453,15.59982409,0.979,,0.141,,44561.47914,0.899,0.88719843,,,,,79.566,,33.544,10.37894923,12.79199982,0.626,31535577.5,760649000000.0,3.488123849959621e-07,24120.344712253962
Canada,2000,11,CAN,17.085,18.45502798,,29.75391499,15.75918961,0.978,,0.149,,44037.99977,0.894,0.882751908,,,,,79.233,,31.9654,9.303748734,12.48599987,0.628,30891803.0,744773000000.0,3.560815145687676e-07,24109.081622720434
Canada,2000,11,CAN,17.085,18.45502798,,29.75391499,15.75918961,0.978,,0.149,,44037.99977,0.894,0.882751908,,,,,79.233,,31.9654,9.303748734,12.48599987,0.628,30891803.0,744773000000.0,3.560815145687676e-07,24109.081622720434
Canada,1996,16,CAN,22.092,17.15656182,,28.50678733,16.83344078,0.981,,0.174,,37647.81699,0.884,0.874091496,,,,,78.272,,31.1643,8.932240172,11.78999996,0.632,29767205.5,630608000000.0,5.375042679098647e-07,21184.6557111315
Canada,1996,16,CAN,22.092,17.15656182,,28.50678733,16.83344078,0.981,,0.174,,37647.81699,0.884,0.874091496,,,,,78.272,,31.1643,8.932240172,11.78999996,0.632,29767205.5,630608000000.0,5.375042679098647e-07,21184.6557111315
Canada,1992,15,CAN,25.688,16.35045047,,29.66781214,17.10577011,0.984,,0.186,,34679.74117,0.873,0.864103644,,,,,77.853,,34.2741,6.898719254,11.09400005,0.614,28500059.5,594387000000.0,5.263146906763475e-07,20855.64066980281
