country,year,medals,iso3,abr,co2_prod,coef_ineq,diff_hdi_phdi,eys,gdi,gdi_group,gii,gii_rank,gnipc,hdi,hdi_f,ihdi,ineq_edu,ineq_inc,ineq_le,le,loss,mf,mmr,mys,phdi,pop_total,GDP (current US$),medals_per_capita,gdp per capita
Australia,2016,28,AUS,10.939,16.96119902,8.57511847,28.75399361,22.85634995,0.966,,0.101,,50602.687,0.939,0.920946707,0.856,4.50189,17.77821541,3.44525,82.801,8.839190628,31.9522,5.175834045,12.35000038,0.669,24329963.0,1206840000000.0,1.150844331329234e-06,49603.03474362045
Australia,2016,28,AUS,10.939,16.96119902,8.57511847,28.75399361,22.85634995,0.966,,0.101,,50602.687,0.939,0.920946707,0.856,4.50189,17.77821541,3.44525,82.801,8.839190628,31.9522,5.175834045,12.35000038,0.669,24329963.0,1206840000000.0,1.150844331329234e-06,49603.03474362045
Australia,2014,3,AUS,13.072,16.73352982,9.0590432,29.88260406,23.08315892,0.961,,0.116,,51752.21356,0.937,0.915717795,0.85,5.11408,18.444664,3.6183856,82.518,9.284951974,34.1449,5.390198649,12.17000008,0.657,23595600.5,1468270000000.0,1.2714234587926678e-07,62226.43072805034
Australia,2014,3,AUS,13.072,16.73352982,9.0590432,29.88260406,23.08315892,0.961,,0.116,,51752.21356,0.937,0.915717795,0.85,5.11408,18.444664,3.6183856,82.518,9.284951974,34.1449,5.390198649,12.17000008,0.657,23595600.5,1468270000000.0,1.2714234587926678e-07,62226.43072805034
Australia,2012,5,AUS,16.038,17.87108508,9.448712457,31.66311301,22.75411542,0.962,,0.131,,52028.95123,0.938,0.916558029,0.847,5.92952,18.79292297,3.6236944,82.297,9.701492537,36.1518,5.859327583,12.30000019,0.641,22852644.0,1547530000000.0,2.1879306394481095e-07,67717.76604930265
Australia,2012,5,AUS,16.038,17.87108508,9.448712457,31.66311301,22.75411542,0.962,,0.131,,52028.95123,0.938,0.916558029,0.847,5.92952,18.79292297,3.6236944,82.297,9.701492537,36.1518,5.859327583,12.30000019,0.641,22852644.0,1547530000000.0,2.1879306394481095e-07,67717.76604930265
Australia,2008,32,AUS,18.189,19.05322476,,32.14285714,22.09602843,0.962,,0.14,,47441.48535,0.924,0.903543575,,,,,81.427,,35.6241,4.889854251,11.93999958,0.627,21370588.5,1056110000000.0,1.4973850626528137e-06,49418.85432869572
Australia,2008,32,AUS,18.189,19.05322476,,32.14285714,22.09602843,0.962,,0.14,,47441.48535,0.924,0.903543575,,,,,81.427,,35.6241,4.889854251,11.93999958,0.627,21370588.5,1056110000000.0,1.4973850626528137e-06,49418.85432869572
Australia,2004,33,AUS,16.144,19.23000869,,35.05494505,21.43794145,0.958,,0.137,,42308.52194,0.91,0.88748644,,,,,80.733,,40.5506,5.117370039,11.51000023,0.591,20046677.0,614660000000.0,1.6461581138859073e-06,30661.440796397328
Australia,2004,33,AUS,16.144,19.23000869,,35.05494505,21.43794145,0.958,,0.137,,42308.52194,0.91,0.88748644,,,,,80.733,,40.5506,5.117370039,11.51000023,0.591,20046677.0,614660000000.0,1.6461581138859073e-06,30661.440796397328
Australia,2000,33,AUS,17.795,18.40407409,,30.43478261,20.77985446,0.967,,0.153,,37976.60707,0.897,0.879718652,,,,,79.621,,33.2517,6.693826866,11.28549308,0.624,19132471.0,416168000000.0,1.724816412893034e-06,21751.92111881419
Australia,2000,33,AUS,17.795,18.40407409,,30.43478261,20.77985446,0.967,,0.153,,37976.60707,0.897,0.879718652,,,,,79.621,,33.2517,6.693826866,11.28549308,0.624,19132471.0,416168000000.0,1.724816412893034e-06,21751.92111881419
Australia,1996,21,AUS,20.163,17.12845678,,29.18552036,19.51165962,0.965,,0.177,,33071.99266,0.884,0.866156854,,,,,78.344,,32.4479,7.786785242,11.32558365,0.626,18305307.5,401342000000.0,1.1472082618661283e-06,21924.898011136935
Australia,1996,21,AUS,20.163,17.12845678,,29.18552036,19.51165962,0.965,,0.177,,33071.99266,0.884,0.866156854,,,,,78.344,,32.4479,7.786785242,11.32558365,0.626,18305307.5,401342000000.0,1.1472082618661283e-06,21924.898011136935
Australia,1992,20,AUS,22.306,16.29371137,,27.64976959,17.43193246,0.963,,0.187,,29602.99681,0.868,0.848847156,,,,,77.473,,30.656,8.792664445,11.26945686,0.628,17549288.5,325525000000.0,1.1396473423979554e-06,18549.185056704722
Australia,1992,20,AUS,22.306,16.29371137,,27.64976959,17.43193246,0.963,,0.187,,29602.99681,0.868,0.848847156,,,,,77.473,,30.656,8.792664445,11.26945686,0.628,17549288.5,325525000000.0,1.1396473423979554e-06,18549.185056704722
Australia,2010,3,AUS,17.069,18.39901489,9.59873449,32.83100108,22.42507193,0.964,,0.137,,48044.94603,0.929,0.909280921,0.838,5.92952,18.79292297,4.0737605,82.013,9.79547901,37.6499,5.45191211,12.02999973,0.624,22141580.5,1148840000000.0,1.354916827188556e-07,51886.088258243355
Australia,2010,3,AUS,17.069,18.39901489,9.59873449,32.83100108,22.42507193,0.964,,0.137,,48044.94603,0.929,0.909280921,0.838,5.92952,18.79292297,4.0737605,82.013,9.79547901,37.6499,5.45191211,12.02999973,0.624,22141580.5,1148840000000.0,1.354916827188556e-07,51886.088258243355
Australia,2006,2,AUS,16.11,19.17034372,,35.55070883,21.76698494,0.961,,0.135,,44800.9877,0.917,0.896527076,,,,,81.258,,41.6703,4.565958995,11.64000034,0.591,20590559.5,748418000000.0,9.713189192357789e-08,36347.62814483016
Australia,2006,2,AUS,16.11,19.17034372,,35.55070883,21.76698494,0.961,,0.135,,44800.9877,0.917,0.896527076,,,,,81.258,,41.6703,4.565958995,11.64000034,0.591,20590559.5,748418000000.0,9.713189192357789e-08,36347.62814483016
Australia,2002,2,AUS,17.238,18.61467467,,31.48558758,21.10889795,0.958,,0.146,,39652.27924,0.902,0.880265172,,,,,80.052,,34.9966,5.568369608,11.39774666,0.618,19595355.0,395789000000.0,1.0206500469116277e-07,20198.10307085531
Australia,2002,2,AUS,17.238,18.61467467,,31.48558758,21.10889795,0.958,,0.146,,39652.27924,0.902,0.880265172,,,,,80.052,,34.9966,5.568369608,11.39774666,0.618,19595355.0,395789000000.0,1.0206500469116277e-07,20198.10307085531
Australia,1998,1,AUS,18.847,17.96268044,,31.08866442,20.45081096,0.966,,0.171,,35542.70719,0.891,0.873318878,,,,,79.02,,34.9845,7.467750592,11.30553836,0.614,18701717.0,399674000000.0,5.3471026216469855e-08,21370.978932041373
Australia,1998,1,AUS,18.847,17.96268044,,31.08866442,20.45081096,0.966,,0.171,,35542.70719,0.891,0.873318878,,,,,79.02,,34.9845,7.467750592,11.30553836,0.614,18701717.0,399674000000.0,5.3471026216469855e-08,21370.978932041373
Germany,2022,23,GER,5.577,8.054129357,7.181443934,18.32460733,17.30921936,0.972,,0.058,,63618.54669,0.955,0.937700814,0.885,3.720783442,14.34606266,3.4774857,80.58,7.329842932,23.583,4.428440323,14.29637163,0.78,84086227.0,4163600000000.0,2.735287432982336e-07,49515.83806941415
Germany,2022,23,GER,5.577,8.054129357,7.181443934,18.32460733,17.30921936,0.972,,0.058,,63618.54669,0.955,0.937700814,0.885,3.720783442,14.34606266,3.4774857,80.58,7.329842932,23.583,4.428440323,14.29637163,0.78,84086227.0,4163600000000.0,2.735287432982336e-07,49515.83806941415
Germany,2022,23,GER,5.577,8.054129357,7.181443934,18.32460733,17.30921936,0.972,,0.058,,63618.54669,0.955,0.937700814,0.885,3.720783442,14.34606266,3.4774857,80.58,7.329842932,23.583,4.428440323,14.29637163,0.78,84086227.0,4163600000000.0,2.735287432982336e-07,49515.83806941415
Germany,2022,23,GER,5.577,8.054129357,7.181443934,18.32460733,17.30921936,0.972,,0.058,,63618.54669,0.955,0.937700814,0.885,3.720783442,14.34606266,3.4774857,80.58,7.329842932,23.583,4.428440323,14.29637163,0.78,84086227.0,4163600000000.0,2.735287432982336e-07,49515.83806941415
Germany,2020,30,GER,6.544,7.780688516,7.58320436,17.59162304,17.22598076,0.965,,0.071,,62477.82324,0.955,0.933985096,0.881,3.6552,15.77783108,3.316582,81.004,7.748691099,22.5887,4.428440323,14.26000023,0.787,83628708.5,3940140000000.0,3.5872848616333707e-07,47114.681915720364
Germany,2020,30,GER,6.544,7.780688516,7.58320436,17.59162304,17.22598076,0.965,,0.071,,62477.82324,0.955,0.933985096,0.881,3.6552,15.77783108,3.316582,81.004,7.748691099,22.5887,4.428440323,14.26000023,0.787,83628708.5,3940140000000.0,3.5872848616333707e-07,47114.681915720364
Germany,2020,30,GER,6.544,7.780688516,7.58320436,17.59162304,17.22598076,0.965,,0.071,,62477.82324,0.955,0.933985096,0.881,3.6552,15.77783108,3.316582,81.004,7.748691099,22.5887,4.428440323,14.26000023,0.787,83628708.5,3940140000000.0,3.5872848616333707e-07,47114.681915720364
Germany,2020,30,GER,6.544,7.780688516,7.58320436,17.59162304,17.22598076,0.965,,0.071,,62477.82324,0.955,0.933985096,0.881,3.6552,15.77783108,3.316582,81.004,7.748691099,22.5887,4.428440323,14.26000023,0.787,83628708.5,3940140000000.0,3.5872848616333707e-07,47114.681915720364
Germany,2018,19,GER,7.665,9.168595815,7.516686143,19.64285714,17.04191971,0.966,,0.08,,64234.63842,0.952,0.930616994,0.878,2.5904,16.51508713,3.4445713,80.875,7.773109244,24.6975,4.706368276,14.07999992,0.765,83368505.5,4052010000000.0,2.2790380955071816e-07,48603.60607040029
Germany,2018,19,GER,7.665,9.168595815,7.516686143,19.64285714,17.04191971,0.966,,0.08,,64234.63842,0.952,0.930616994,0.878,2.5904,16.51508713,3.4445713,80.875,7.773109244,24.6975,4.706368276,14.07999992,0.765,83368505.5,4052010000000.0,2.2790380955071816e-07,48603.60607040029
Germany,2018,19,GER,7.665,9.168595815,7.516686143,19.64285714,17.04191971,0.966,,0.08,,64234.63842,0.952,0.930616994,0.878,2.5904,16.51508713,3.4445713,80.875,7.773109244,24.6975,4.706368276,14.07999992,0.765,83368505.5,4052010000000.0,2.2790380955071816e-07,48603.60607040029
Germany,2018,19,GER,7.665,9.168595815,7.516686143,19.64285714,17.04191971,0.966,,0.08,,64234.63842,0.952,0.930616994,0.878,2.5904,16.51508713,3.4445713,80.875,7.773109244,24.6975,4.706368276,14.07999992,0.765,83368505.5,4052010000000.0,2.2790380955071816e-07,48603.60607040029
Germany,2016,34,GER,9.23,9.692697769,7.35037176,19.70495258,16.87516975,0.963,,0.083,,62295.39618,0.949,0.927283925,0.878,2.9972,15.39878368,3.6551316,80.837,7.481559536,24.1935,5.008441071,14.13000011,0.762,82760102.5,3537780000000.0,4.1082597740861907e-07,42747.409598725426
Germany,2016,34,GER,9.23,9.692697769,7.35037176,19.70495258,16.87516975,0.963,,0.083,,62295.39618,0.949,0.927283925,0.878,2.9972,15.39878368,3.6551316,80.837,7.481559536,24.1935,5.008441071,14.13000011,0.762,82760102.5,3537780000000.0,4.1082597740861907e-07,42747.409598725426
Germany,2016,34,GER,9.23,9.692697769,7.35037176,19.70495258,16.87516975,0.963,,0.083,,62295.39618,0.949,0.927283925,0.878,2.9972,15.39878368,3.6551316,80.837,7.481559536,24.1935,5.008441071,14.13000011,0.762,82760102.5,3537780000000.0,4.1082597740861907e-07,42747.409598725426
Germany,2016,34,GER,9.23,9.692697769,7.35037176,19.70495258,16.87516975,0.963,,0.083,,62295.39618,0.949,0.927283925,0.878,2.9972,15.39878368,3.6551316,80.837,7.481559536,24.1935,5.008441071,14.13000011,0.762,82760102.5,3537780000000.0,4.1082597740861907e-07,42747.409598725426
Germany,2014,14,GER,7.895,9.682263336,7.197478123,20.33719705,17.11840057,0.956,,0.077,,59865.51686,0.949,0.923097445,0.879,2.8645,15.23718357,3.4907508,80.906,7.376185458,25.2262,4.724897504,14.03999996,0.756,81376080.0,3965800000000.0,1.7204072744718103e-07,48734.22263643076
Germany,2014,14,GER,7.895,9.682263336,7.197478123,20.33719705,17.11840057,0.956,,0.077,,59865.51686,0.949,0.923097445,0.879,2.8645,15.23718357,3.4907508,80.906,7.376185458,25.2262,4.724897504,14.03999996,0.756,81376080.0,3965800000000.0,1.7204072744718103e-07,48734.22263643076
Germany,2014,14,GER,7.895,9.682263336,7.197478123,20.33719705,17.11840057,0.956,,0.077,,59865.51686,0.949,0.923097445,0.879,2.8645,15.23718357,3.4907508,80.906,7.376185458,25.2262,4.724897504,14.03999996,0.756,81376080.0,3965800000000.0,1.7204072744718103e-07,48734.22263643076
Germany,2014,14,GER,7.895,9.682263336,7.197478123,20.33719705,17.11840057,0.956,,0.077,,59865.51686,0.949,0.923097445,0.879,2.8645,15.23718357,3.4907508,80.906,7.376185458,25.2262,4.724897504,14.03999996,0.756,81376080.0,3965800000000.0,1.7204072744718103e-07,48734.22263643076
Germany,2012,12,GER,8.27,9.983255374,6.872634483,20.76271186,17.02317649,0.953,,0.085,,58528.12568,0.944,0.916832067,0.878,2.5815,14.48368835,3.5527151,80.502,6.991525424,25.6866,5.490941932,13.97999954,0.748,80916390.5,3597900000000.0,1.4830122705485732e-07,44464.415401722596
Germany,2012,12,GER,8.27,9.983255374,6.872634483,20.76271186,17.02317649,0.953,,0.085,,58528.12568,0.944,0.916832067,0.878,2.5815,14.48368835,3.5527151,80.502,6.991525424,25.6866,5.490941932,13.97999954,0.748,80916390.5,3597900000000.0,1.4830122705485732e-07,44464.415401722596
Germany,2012,12,GER,8.27,9.983255374,6.872634483,20.76271186,17.02317649,0.953,,0.085,,58528.12568,0.944,0.916832067,0.878,2.5815,14.48368835,3.5527151,80.502,6.991525424,25.6866,5.490941932,13.97999954,0.748,80916390.5,3597900000000.0,1.4830122705485732e-07,44464.415401722596
Germany,2012,12,GER,8.27,9.983255374,6.872634483,20.76271186,17.02317649,0.953,,0.085,,58528.12568,0.944,0.916832067,0.878,2.5815,14.48368835,3.5527151,80.502,6.991525424,25.6866,5.490941932,13.97999954,0.748,80916390.5,3597900000000.0,1.4830122705485732e-07,44464.415401722596
Germany,2010,21,GER,9.559,10.16512739,6.876029383,20.72649573,16.87987036,0.949,,0.096,,55528.0065,0.936,0.908695305,0.871,2.5276,14.37893105,3.7215571,80.081,6.944444444,25.3554,6.162265271,13.85000038,0.742,80830924.0,3468150000000.0,2.598015581264418e-07,42906.227324581865
Germany,2010,21,GER,9.559,10.16512739,6.876029383,20.72649573,16.87987036,0.949,,0.096,,55528.0065,0.936,0.908695305,0.871,2.5276,14.37893105,3.7215571,80.081,6.944444444,25.3554,6.162265271,13.85000038,0.742,80830924.0,3468150000000.0,2.598015581264418e-07,42906.227324581865
Germany,2010,21,GER,9.559,10.16512739,6.876029383,20.72649573,16.87987036,0.949,,0.096,,55528.0065,0.936,0.908695305,0.871,2.5276,14.37893105,3.7215571,80.081,6.944444444,25.3554,6.162265271,13.85000038,0.742,80830924.0,3468150000000.0,2.598015581264418e-07,42906.227324581865
Germany,2010,21,GER,9.559,10.16512739,6.876029383,20.72649573,16.87987036,0.949,,0.096,,55528.0065,0.936,0.908695305,0.871,2.5276,14.37893105,3.7215571,80.081,6.944444444,25.3554,6.162265271,13.85000038,0.742,80830924.0,3468150000000.0,2.598015581264418e-07,42906.227324581865
Germany,2008,32,GER,10.401,10.54708271,,22.29367631,16.73656422,0.947,,0.102,,55364.05872,0.933,0.903525986,,,,,79.816,,27.7575,6.452393069,13.76000023,0.725,81110776.5,3808790000000.0,3.945221754842897e-07,46957.878648837745
Germany,2008,32,GER,10.401,10.54708271,,22.29367631,16.73656422,0.947,,0.102,,55364.05872,0.933,0.903525986,,,,,79.816,,27.7575,6.452393069,13.76000023,0.725,81110776.5,3808790000000.0,3.945221754842897e-07,46957.878648837745
Germany,2008,32,GER,10.401,10.54708271,,22.29367631,16.73656422,0.947,,0.102,,55364.05872,0.933,0.903525986,,,,,79.816,,27.7575,6.452393069,13.76000023,0.725,81110776.5,3808790000000.0,3.945221754842897e-07,46957.878648837745
Germany,2008,32,GER,10.401,10.54708271,,22.29367631,16.73656422,0.947,,0.102,,55364.05872,0.933,0.903525986,,,,,79.816,,27.7575,6.452393069,13.76000023,0.725,81110776.5,3808790000000.0,3.945221754842897e-07,46957.878648837745
Germany,2004,29,GER,11.126,10.78633919,,21.23510293,16.44995195,0.958,,0.106,,51376.70541,0.923,0.901078523,,,,,79.119,,25.588,6.871044693,13.80000019,0.727,82092708.5,2852320000000.0,3.532591448118684e-07,34745.10772171684
Germany,2004,29,GER,11.126,10.78633919,,21.23510293,16.44995195,0.958,,0.106,,51376.70541,0.923,0.901078523,,,,,79.119,,25.588,6.871044693,13.80000019,0.727,82092708.5,2852320000000.0,3.532591448118684e-07,34745.10772171684
Germany,2004,29,GER,11.126,10.78633919,,21.23510293,16.44995195,0.958,,0.106,,51376.70541,0.923,0.901078523,,,,,79.119,,25.588,6.871044693,13.80000019,0.727,82092708.5,2852320000000.0,3.532591448118684e-07,34745.10772171684
Germany,2004,29,GER,11.126,10.78633919,,21.23510293,16.44995195,0.958,,0.106,,51376.70541,0.923,0.901078523,,,,,79.119,,25.588,6.871044693,13.80000019,0.727,82092708.5,2852320000000.0,3.532591448118684e-07,34745.10772171684
Germany,2002,28,GER,12.554,11.03630254,,20.3520352,16.30664581,0.951,,0.117,,50067.23888,0.909,0.88485265,,,,,78.475,,23.7054,7.250418412,13.10988201,0.724,82068326.5,2102350000000.0,3.411791271264682e-07,25617.069211226088
Germany,2002,28,GER,12.554,11.03630254,,20.3520352,16.30664581,0.951,,0.117,,50067.23888,0.909,0.88485265,,,,,78.475,,23.7054,7.250418412,13.10988201,0.724,82068326.5,2102350000000.0,3.411791271264682e-07,25617.069211226088
Germany,2002,28,GER,12.554,11.03630254,,20.3520352,16.30664581,0.951,,0.117,,50067.23888,0.909,0.88485265,,,,,78.475,,23.7054,7.250418412,13.10988201,0.724,82068326.5,2102350000000.0,3.411791271264682e-07,25617.069211226088
Germany,2002,28,GER,12.554,11.03630254,,20.3520352,16.30664581,0.951,,0.117,,50067.23888,0.909,0.88485265,,,,,78.475,,23.7054,7.250418412,13.10988201,0.724,82068326.5,2102350000000.0,3.411791271264682e-07,25617.069211226088
Germany,2000,36,GER,13.48,11.02338827,,21.96209588,16.16333967,0.944,,0.125,,49503.53537,0.897,0.870379182,,,,,78.056,,26.7482,7.164222858,12.41976383,0.7,81797258.5,1966980000000.0,4.401125497378375e-07,24047.01619675921
Germany,2000,36,GER,13.48,11.02338827,,21.96209588,16.16333967,0.944,,0.125,,49503.53537,0.897,0.870379182,,,,,78.056,,26.7482,7.164222858,12.41976383,0.7,81797258.5,1966980000000.0,4.401125497378375e-07,24047.01619675921
Germany,2000,36,GER,13.48,11.02338827,,21.96209588,16.16333967,0.944,,0.125,,49503.53537,0.897,0.870379182,,,,,78.056,,26.7482,7.164222858,12.41976383,0.7,81797258.5,1966980000000.0,4.401125497378375e-07,24047.01619675921
Germany,2000,36,GER,13.48,11.02338827,,21.96209588,16.16333967,0.944,,0.125,,49503.53537,0.897,0.870379182,,,,,78.056,,26.7482,7.164222858,12.41976383,0.7,81797258.5,1966980000000.0,4.401125497378375e-07,24047.01619675921
Germany,1996,51,GER,12.654,11.80418068,,21.6,15.86441994,0.946,,0.134,,46322.96785,0.875,0.849122287,,,,,76.783,,25.1861,8.003832628,11.61620156,0.686,82263189.5,2506580000000.0,6.199613740967338e-07,30470.25060947825
Germany,1996,51,GER,12.654,11.80418068,,21.6,15.86441994,0.946,,0.134,,46322.96785,0.875,0.849122287,,,,,76.783,,25.1861,8.003832628,11.61620156,0.686,82263189.5,2506580000000.0,6.199613740967338e-07,30470.25060947825
Germany,1996,51,GER,12.654,11.80418068,,21.6,15.86441994,0.946,,0.134,,46322.96785,0.875,0.849122287,,,,,76.783,,25.1861,8.003832628,11.61620156,0.686,82263189.5,2506580000000.0,6.199613740967338e-07,30470.25060947825
Germany,1996,51,GER,12.654,11.80418068,,21.6,15.86441994,0.946,,0.134,,46322.96785,0.875,0.849122287,,,,,76.783,,25.1861,8.003832628,11.61620156,0.686,82263189.5,2506580000000.0,6.199613740967338e-07,30470.25060947825
Germany,1992,80,GER,17.013,12.08732669,,22.02591284,14.75524998,0.946,,0.156,,45003.28462,0.849,0.823734471,,,,,76.004,,25.613,8.514014618,10.78427828,0.662,80934898.0,2141380000000.0,9.884487653274116e-07,26458.05521371016
Germany,1992,80,GER,17.013,12.08732669,,22.02591284,14.75524998,0.946,,0.156,,45003.28462,0.849,0.823734471,,,,,76.004,,25.613,8.514014618,10.78427828,0.662,80934898.0,2141380000000.0,9.884487653274116e-07,26458.05521371016
Germany,1992,80,GER,17.013,12.08732669,,22.02591284,14.75524998,0.946,,0.156,,45003.28462,0.849,0.823734471,,,,,76.004,,25.613,8.514014618,10.78427828,0.662,80934898.0,2141380000000.0,9.884487653274116e-07,26458.05521371016
Germany,1992,80,GER,17.013,12.08732669,,22.02591284,14.75524998,0.946,,0.156,,45003.28462,0.849,0.823734471,,,,,76.004,,25.613,8.514014618,10.78427828,0.662,80934898.0,2141380000000.0,9.884487653274116e-07,26458.05521371016
Germany,2006,19,GER,10.528,10.91966171,,21.89859763,16.59325808,0.947,,0.104,,53766.43368,0.927,0.898132487,,,,,79.586,,26.6399,5.395367912,13.60000038,0.724,81701971.0,3046310000000.0,2.3255252924069605e-07,37285.63659743288
Germany,2006,19,GER,10.528,10.91966171,,21.89859763,16.59325808,0.947,,0.104,,53766.43368,0.927,0.898132487,,,,,79.586,,26.6399,5.395367912,13.60000038,0.724,81701971.0,3046310000000.0,2.3255252924069605e-07,37285.63659743288
Germany,2006,19,GER,10.528,10.91966171,,21.89859763,16.59325808,0.947,,0.104,,53766.43368,0.927,0.898132487,,,,,79.586,,26.6399,5.395367912,13.60000038,0.724,81701971.0,3046310000000.0,2.3255252924069605e-07,37285.63659743288
Germany,2006,19,GER,10.528,10.91966171,,21.89859763,16.59325808,0.947,,0.104,,53766.43368,0.927,0.898132487,,,,,79.586,,26.6399,5.395367912,13.60000038,0.724,81701971.0,3046310000000.0,2.3255252924069605e-07,37285.63659743288
Germany,1998,22,GER,12.885,11.32788211,,21.87147689,16.02003354,0.945,,0.133,,47806.1156,0.887,0.860339446,,,,,77.576,,26.1445,7.310588042,12.0179827,0.693,82011939.0,2247760000000.0,2.682536258531822e-07,27407.716820352216
Germany,1998,22,GER,12.885,11.32788211,,21.87147689,16.02003354,0.945,,0.133,,47806.1156,0.887,0.860339446,,,,,77.576,,26.1445,7.310588042,12.0179827,0.693,82011939.0,2247760000000.0,2.682536258531822e-07,27407.716820352216
Germany,1998,22,GER,12.885,11.32788211,,21.87147689,16.02003354,0.945,,0.133,,47806.1156,0.887,0.860339446,,,,,77.576,,26.1445,7.310588042,12.0179827,0.693,82011939.0,2247760000000.0,2.682536258531822e-07,27407.716820352216
Germany,1998,22,GER,12.885,11.32788211,,21.87147689,16.02003354,0.945,,0.133,,47806.1156,0.887,0.860339446,,,,,77.576,,26.1445,7.310588042,12.0179827,0.693,82011939.0,2247760000000.0,2.682536258531822e-07,27407.716820352216
Germany,1994,18,GER,13.401,11.66175701,,22.31213873,15.64466953,0.945,,0.139,,45264.05789,0.865,0.838619949,,,,,76.38,,26.6143,8.33743048,11.20496676,0.672,81773616.5,2215280000000.0,2.201198964949777e-07,27090.400239299677
Germany,1994,18,GER,13.401,11.66175701,,22.31213873,15.64466953,0.945,,0.139,,45264.05789,0.865,0.838619949,,,,,76.38,,26.6143,8.33743048,11.20496676,0.672,81773616.5,2215280000000.0,2.201198964949777e-07,27090.400239299677
Germany,1994,18,GER,13.401,11.66175701,,22.31213873,15.64466953,0.945,,0.139,,45264.05789,0.865,0.838619949,,,,,76.38,,26.6143,8.33743048,11.20496676,0.672,81773616.5,2215280000000.0,2.201198964949777e-07,27090.400239299677
Germany,1994,18,GER,13.401,11.66175701,,22.31213873,15.64466953,0.945,,0.139,,45264.05789,0.865,0.838619949,,,,,76.38,,26.6143,8.33743048,11.20496676,0.672,81773616.5,2215280000000.0,2.201198964949777e-07,27090.400239299677
Ukraine,2022,1,UKR,10.271,3.554665452,8.170950143,7.512953368,13.32800961,1.038,,,,16043.86621,0.772,0.785230443,0.708,3.59926,13.28007603,7.6335144,72.658,8.29015544,9.4336,16.54036907,11.12273899,0.714,41048766.0,161990000000.0,2.436126825347198e-08,3946.281844379926
Ukraine,2020,16,UKR,15.489,4.710211187,7.664852977,7.535121328,13.58794975,1.015,,,,17821.05664,0.783,0.786912849,0.722,3.59926,13.28007603,6.1152229,73.283,7.79054917,7.9452,16.54036907,11.12679987,0.724,44680014.5,156618000000.0,3.5810194287201943e-07,3505.325630545621
Ukraine,2018,1,UKR,18.583,5.212141196,7.980514737,8.163265306,13.64286995,1.015,,,,17479.1543,0.784,0.787883087,0.721,3.59926,13.64075851,6.7015257,73.569,8.035714286,8.6063,11.27424426,11.14304337,0.72,45208907.0,130891000000.0,2.2119534984555145e-08,2895.2480536634075
Ukraine,2016,11,UKR,25.018,5.218433536,7.880563483,7.179487179,13.63589954,1.01,,,,16347.82227,0.78,0.781108231,0.718,3.59926,12.88867855,7.1537519,73.389,7.948717949,6.8771,10.31209687,11.15928688,0.724,45616832.0,93355869404.0,2.4113906024863803e-07,2046.522419706831
Ukraine,2014,2,UKR,27.66,5.706533446,7.792119547,7.868020305,14.92978001,1.016,,,,17172.70313,0.788,0.79155521,0.726,3.59926,12.23704624,7.5400524,71.803,7.868020305,7.5857,12.1453798,11.23644352,0.726,45972380.5,133504000000.0,4.350438194080465e-08,2904.004503312592
Ukraine,2012,3,UKR,29.97,6.704457226,8.04677268,8.491761724,15.05902958,1.015,,,,18017.66016,0.789,0.792985816,0.725,3.59926,12.67115784,7.8699002,71.09,8.111533587,7.5304,16.75399726,11.3745133,0.722,46210056.0,182592000000.0,6.492093409278707e-08,3951.3477326233924
Ukraine,2008,28,UKR,33.716,7.076913051,,9.149484536,15.03969955,1.025,,,,18264.9043,0.776,0.783790255,,,,,68.262,,8.1103,18.83712319,11.43948731,0.705,46819175.5,188110000000.0,5.980455593456574e-07,4017.7982203039865
Ukraine,2004,17,UKR,29.595,6.572427242,,7.58988016,14.25391006,1.017,,,,14717.33008,0.751,0.756712157,,,,,67.472,,5.8659,21.69584549,11.23238264,0.694,47979506.5,67220154164.0,3.5431794197383003e-07,1401.0180401501211
Ukraine,2000,21,UKR,31.593,5.844427821,,6.284916201,12.79876041,1.011,,,,9964.09082,0.716,0.71909918,,,,,67.786,,4.3924,35.83351248,10.84253856,0.671,49556660.0,32375083935.0,4.2375737186485126e-07,653.2943086761699
Ukraine,1996,25,UKR,50.325,6.949758382,,7.132667618,12.20515633,1.016,,,,9972.547852,0.701,0.705342102,,,,,67.097,,4.7682,52.3964048,10.32274645,0.651,51226108.5,44558831005.0,4.880323868442984e-07,869.846106014475
Ukraine,2006,1,UKR,31.007,7.148386536,,8.661417323,14.72169971,1.023,,,,16382.37207,0.762,0.770031985,,,,,67.49,,7.1373,22.69624719,11.36639155,0.696,47278694.5,111885000000.0,2.115117624493629e-08,2366.499354164697
Ukraine,1998,1,UKR,40.673,6.609746167,,6.61971831,12.65505219,1.013,,,,9594.727539,0.71,0.714414842,,,,,67.993,,4.2767,38.73560482,10.5826425,0.663,50379731.0,41882523345.0,1.9849252470204733e-08,831.3367799641487
Ukraine,1994,2,UKR,56.869,8.147475463,,9.065155807,11.75526047,,,,,12440.9043,0.706,,,,,,67.534,,6.89,46.2476458,10.01005901,0.642,52075998.0,52549553403.0,3.840540895634876e-08,1009.0935444578517
Belarus,2022,2,BLR,9.903,6.228074095,6.368887313,,13.98153019,1.001,,0.088,,25478.91748,0.824,0.822933446,0.771,2.77203,12.70065594,3.633976,74.361,6.432038835,,1.101917215,12.33537298,,9173237.0,73775179925.0,2.1802554539907779e-07,8042.43692003161
